year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
1996,401,6105.094107843453,32.87233591079712,.0053844112,248470.6834842414,72509.72464577854,175960.9588079453,248470.6834842414,72509.72464577854,175960.9588079453,384169.883763954,72509.72464577854,311660.1590876579,78106.38064067066,0,78106.38064067066,225655.4064535946,0,225655.4064535946,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,87372.79946136475,0,87372.79946136475,82991.50338172913,72509.72464577854,10481.77873595059,1,1,1,,1,,
1997,401,6105.094107843453,32.87233591079712,.0053844112,255869.1597361118,72509.72464577854,183359.4350598156,255869.1597361118,72509.72464577854,183359.4350598156,384169.883763954,72509.72464577854,311660.1590876579,84690.46724791825,0,84690.46724791825,225655.4064535946,0,225655.4064535946,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,88187.19301319122,0,88187.19301319122,82991.50338172913,72509.72464577854,10481.77873595059,1,1,1,,1,,
1998,401,6105.094107843453,32.87233591079712,.0053844112,213782.3736288697,72509.72464577854,141272.6489525735,213782.3736288697,72509.72464577854,141272.6489525735,384169.883763954,72509.72464577854,311660.1590876579,54358.41104389727,0,54358.41104389727,225655.4064535946,0,225655.4064535946,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,76432.45724964142,0,76432.45724964142,82991.50338172913,72509.72464577854,10481.77873595059,1,1,1,,1,,
1999,401,6105.094107843453,32.87233591079712,.0053844112,268862.750647068,72509.72464577854,196353.0259707719,268862.750647068,72509.72464577854,196353.0259707719,384169.883763954,72509.72464577854,311660.1590876579,99572.82284832001,0,99572.82284832001,225655.4064535946,0,225655.4064535946,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,86298.42441654205,0,86298.42441654205,82991.50338172913,72509.72464577854,10481.77873595059,1,1,1,,1,,
2000,401,6105.094107843453,32.87233591079712,.0053844112,333547.2710972801,72509.72464577854,261037.546420984,333547.2710972801,72509.72464577854,261037.546420984,384169.883763954,72509.72464577854,311660.1590876579,158013.4744883552,0,158013.4744883552,266505.5708960891,0,266505.5708960891,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,92542.29322719574,0,92542.29322719574,82991.50338172913,72509.72464577854,10481.77873595059,.94193649,1,.92842764,,.89999998,,
2001,401,6105.094107843453,32.87233591079712,.0053844112,282346.0396898836,72509.72464577854,209836.3150135875,282346.0396898836,72509.72464577854,209836.3150135875,384169.883763954,72509.72464577854,311660.1590876579,110332.3615587801,0,110332.3615587801,266505.5708960891,0,266505.5708960891,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,89022.18256187439,0,89022.18256187439,82991.50338172913,72509.72464577854,10481.77873595059,.64581257,1,.56340861,,.38999999,,
2002,401,6105.094107843453,32.87233591079712,.0053844112,348445.8835722208,72509.72464577854,275936.1588959247,348445.8835722208,72509.72464577854,275936.1588959247,384169.883763954,72509.72464577854,311660.1590876579,177319.2319198847,0,177319.2319198847,266696.4923220277,0,266696.4923220277,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,88135.14045810699,0,88135.14045810699,82991.50338172913,72509.72464577854,10481.77873595059,.82580948,1,.78528297,,.69999999,,
2003,401,6105.094107843453,32.87233591079712,.0053844112,317044.3369688913,72509.72464577854,244534.6122925952,317044.3369688913,72509.72464577854,244534.6122925952,384169.883763954,72509.72464577854,311660.1590876579,185191.8535990641,0,185191.8535990641,266696.4923220277,0,266696.4923220277,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,48860.97217559814,0,48860.97217559814,82991.50338172913,72509.72464577854,10481.77873595059,.94193649,1,.92842764,,.89999998,,
2004,401,6105.094107843453,32.87233591079712,.0053844112,352144.3534524739,72509.72464577854,279634.6287761778,352144.3534524739,72509.72464577854,279634.6287761778,384169.883763954,72509.72464577854,311660.1590876579,214962.1010148823,0,214962.1010148823,266696.4923220277,0,266696.4923220277,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,54190.74514961243,0,54190.74514961243,82991.50338172913,72509.72464577854,10481.77873595059,.79677773,1,.74949676,,.64999998,,
2005,401,6105.094107843453,32.87233591079712,.0053844112,318687.8582276478,72509.72464577854,246178.1335513517,318687.8582276478,72509.72464577854,246178.1335513517,384169.883763954,72509.72464577854,311660.1590876579,173224.6865786687,0,173224.6865786687,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,62471.66436195374,0,62471.66436195374,82991.50338172913,72509.72464577854,10481.77873595059,.94193649,1,.92842764,,.89999998,,
2006,401,6105.094107843453,32.87233591079712,.0053844112,305000.7156616449,72509.72464577854,232490.9909853488,305000.7156616449,72509.72464577854,232490.9909853488,384169.883763954,72509.72464577854,311660.1590876579,176875.4358650446,0,176875.4358650446,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,45133.78032064438,0,45133.78032064438,82991.50338172913,72509.72464577854,10481.77873595059,1,1,1,,1,,
2007,401,6105.094107843453,32.87233591079712,.0053844112,308432.1641654521,72509.72464577854,235922.439489156,308432.1641654521,72509.72464577854,235922.439489156,384169.883763954,72509.72464577854,311660.1590876579,174573.8134841472,0,174573.8134841472,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,50866.84339380264,0,50866.84339380264,82991.50338172913,72509.72464577854,10481.77873595059,.76774597,1,.71371055,,.60000002,,
2008,401,6105.094107843453,32.87233591079712,.0053844112,261235.8112746179,72509.72464577854,188726.0865983218,261235.8112746179,72509.72464577854,188726.0865983218,384169.883763954,72509.72464577854,311660.1590876579,113776.9218588769,0,113776.9218588769,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,64467.38212823868,0,64467.38212823868,82991.50338172913,72509.72464577854,10481.77873595059,.62258714,1,.53477967,,.34999999,,
2009,401,6105.094107843453,32.87233591079712,.0053844112,276487.0055906177,72509.72464577854,203977.2809143215,276487.0055906177,72509.72464577854,203977.2809143215,384169.883763954,72509.72464577854,311660.1590876579,114834.0439249873,0,114834.0439249873,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,78661.45828342438,0,78661.45828342438,82991.50338172913,72509.72464577854,10481.77873595059,.6516189,1,.57056582,,.40000001,,
2010,401,6105.094107843453,32.87233591079712,.0053844112,327266.8272680938,72509.72464577854,254757.1025917977,327266.8272680938,72509.72464577854,254757.1025917977,384169.883763954,72509.72464577854,311660.1590876579,166046.5534414947,0,166046.5534414947,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,78228.77044487,0,78228.77044487,82991.50338172913,72509.72464577854,10481.77873595059,.7096824,1,.64213818,,.5,,
2011,401,6105.094107843453,32.87233591079712,.0053844112,295666.9866064489,72509.72464577854,223157.2619301528,295666.9866064489,72509.72464577854,223157.2619301528,384169.883763954,72509.72464577854,311660.1590876579,162825.7703483999,0,162825.7703483999,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,49849.70506334305,0,49849.70506334305,82991.50338172913,72509.72464577854,10481.77873595059,.88387299,1,.85685527,,.80000001,,
2012,401,6105.094107843453,32.87233591079712,.0053844112,284177.3990527838,72509.72464577854,211667.6743764877,284177.3990527838,72509.72464577854,211667.6743764877,384169.883763954,72509.72464577854,311660.1590876579,148705.0285045356,0,148705.0285045356,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,52480.85935401917,0,52480.85935401917,82991.50338172913,72509.72464577854,10481.77873595059,.79677773,1,.74949676,,.64999998,,
2013,401,6105.094107843453,32.87233591079712,.0053844112,286177.7348315716,72509.72464577854,213668.0101552755,286177.7348315716,72509.72464577854,213668.0101552755,384169.883763954,72509.72464577854,311660.1590876579,131049.3601081371,0,131049.3601081371,259595.0611858964,0,259595.0611858964,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,72136.87134122849,0,72136.87134122849,82991.50338172913,72509.72464577854,10481.77873595059,.62258714,1,.53477967,,.34999999,,
2014,401,6105.094107843453,32.87233591079712,.0053844112,224847.4238298237,72509.72464577854,152337.6991535276,224847.4238298237,72509.72464577854,152337.6991535276,384169.883763954,72509.72464577854,311660.1590876579,58123.24474814534,0,58123.24474814534,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,83732.66788768768,0,83732.66788768768,82991.50338172913,72509.72464577854,10481.77873595059,.44839665,1,.32006261,,.050000001,,
2015,401,6105.094107843453,32.87233591079712,.0053844112,238623.4724372476,72509.72464577854,166113.7477609515,238623.4724372476,72509.72464577854,166113.7477609515,384169.883763954,72509.72464577854,311660.1590876579,71721.54349122941,0,71721.54349122941,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,83910.42165851593,0,83910.42165851593,82991.50338172913,72509.72464577854,10481.77873595059,.53549194,1,.42742115,,.2,,
2016,401,6105.094107843453,32.87233591079712,.0053844112,274287.3382623419,72509.72464577854,201777.6135860458,274287.3382623419,72509.72464577854,201777.6135860458,384169.883763954,72509.72464577854,311660.1590876579,120294.2749212012,0,120294.2749212012,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,71001.5599603653,0,71001.5599603653,82991.50338172913,72509.72464577854,10481.77873595059,.76774597,1,.71371055,,.60000002,,
2017,401,6105.094107843453,32.87233591079712,.0053844112,353082.1142021567,72509.72464577854,280572.3895258605,353082.1142021567,72509.72464577854,280572.3895258605,384169.883763954,72509.72464577854,311660.1590876579,221817.3590237051,0,221817.3590237051,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,48273.25570249557,0,48273.25570249557,82991.50338172913,72509.72464577854,10481.77873595059,.91290474,1,.89264148,,.85000002,,
2018,401,6105.094107843453,32.87233591079712,.0053844112,242574.8958407417,72509.72464577854,170065.1711644456,242574.8958407417,72509.72464577854,170065.1711644456,384169.883763954,72509.72464577854,311660.1590876579,96249.61449489743,0,96249.61449489743,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,63333.78187036514,0,63333.78187036514,82991.50338172913,72509.72464577854,10481.77873595059,.62258714,1,.53477967,,.34999999,,
2019,401,6105.094107843453,32.87233591079712,.0053844112,289693.3133377209,72509.72464577854,217183.5886614248,289693.3133377209,72509.72464577854,217183.5886614248,384169.883763954,72509.72464577854,311660.1590876579,168339.2489580289,0,168339.2489580289,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,38362.55709123611,0,38362.55709123611,82991.50338172913,72509.72464577854,10481.77873595059,.85484123,1,.82106912,,.75,,
2020,401,6105.094107843453,32.87233591079712,.0053844112,231892.7196672186,72509.72464577854,159382.9949909225,231892.7196672186,72509.72464577854,159382.9949909225,384169.883763954,72509.72464577854,311660.1590876579,90795.79983904213,0,90795.79983904213,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,58105.41449308395,0,58105.41449308395,82991.50338172913,72509.72464577854,10481.77873595059,.53549194,1,.42742115,,.2,,
2021,401,6105.094107843453,32.87233591079712,.0053844112,231948.0713352896,72509.72464577854,159438.3466589935,231948.0713352896,72509.72464577854,159438.3466589935,384169.883763954,72509.72464577854,311660.1590876579,72394.43835136667,0,72394.43835136667,259814.2390602231,0,259814.2390602231,223062.5128838271,0,223062.5128838271,0,0,0,0,0,0,0,0,0,78115.8596868515,0,78115.8596868515,76562.13546180725,0,76562.13546180725,82991.50338172913,72509.72464577854,10481.77873595059,.44839665,1,.32006261,,.050000001,,
1993,402,5024.2518241253,.3949787896126509,.000078614452,1519229.145835425,202373.3999022245,1316855.7459332,1519229.145835425,202373.3999022245,1316855.7459332,1868179.646405722,202373.3999022245,1665806.246503498,188704.5633440018,0,188704.5633440018,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,322503.0288696289,0,322503.0288696289,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
1994,402,5024.2518241253,.3949787896126509,.000078614452,1587271.481435801,202373.3999022245,1384898.081533577,1587271.481435801,202373.3999022245,1384898.081533577,1868179.646405722,202373.3999022245,1665806.246503498,231135.1181521416,0,231135.1181521416,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,348114.825378418,0,348114.825378418,1008021.537966277,202373.3999022245,805648.1380640522,.84842855,1,.83001459,,.5,,
1995,402,5024.2518241253,.3949787896126509,.000078614452,1403957.677061583,202373.3999022245,1201584.277159359,1403957.677061583,202373.3999022245,1201584.277159359,1868179.646405722,202373.3999022245,1665806.246503498,129506.2796897888,0,129506.2796897888,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,266429.8740844727,0,266429.8740844727,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
1996,402,5024.2518241253,.3949787896126509,.000078614452,1511300.702901389,202373.3999022245,1308927.302999164,1511300.702901389,202373.3999022245,1308927.302999164,1868179.646405722,202373.3999022245,1665806.246503498,174626.4862852097,0,174626.4862852097,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,328652.6903686523,0,328652.6903686523,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
1997,402,5024.2518241253,.3949787896126509,.000078614452,1550839.407218482,202373.3999022245,1348466.007316257,1550839.407218482,202373.3999022245,1348466.007316257,1868179.646405722,202373.3999022245,1665806.246503498,211101.8306779861,0,211101.8306779861,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,331716.0346679688,0,331716.0346679688,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
1998,402,5024.2518241253,.3949787896126509,.000078614452,1414453.633498694,202373.3999022245,1212080.23359647,1414453.633498694,202373.3999022245,1212080.23359647,1868179.646405722,202373.3999022245,1665806.246503498,118931.4760103226,0,118931.4760103226,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,287500.6097412109,0,287500.6097412109,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
1999,402,5024.2518241253,.3949787896126509,.000078614452,1582250.81006911,202373.3999022245,1379877.410166885,1582250.81006911,202373.3999022245,1379877.410166885,1868179.646405722,202373.3999022245,1665806.246503498,249617.8578267097,0,249617.8578267097,566333.4429578781,0,566333.4429578781,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,324611.4221191406,0,324611.4221191406,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
2000,402,5024.2518241253,.3949787896126509,.000078614452,1778087.243127371,202373.3999022245,1575713.843225147,1778087.243127371,202373.3999022245,1575713.843225147,1868179.646405722,202373.3999022245,1665806.246503498,421967.9724340439,0,421967.9724340439,566488.4347448349,0,566488.4347448349,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,348097.7327270508,0,348097.7327270508,1008021.537966277,202373.3999022245,805648.1380640522,.96968573,1,.96600294,,.89999998,,
2001,402,5024.2518241253,.3949787896126509,.000078614452,1618678.024028327,202373.3999022245,1416304.624126102,1618678.024028327,202373.3999022245,1416304.624126102,1868179.646405722,202373.3999022245,1665806.246503498,275799.6617822647,0,275799.6617822647,566488.4347448349,0,566488.4347448349,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,334856.8320922852,0,334856.8320922852,1008021.537966277,202373.3999022245,805648.1380640522,.81508285,1,.79261786,,.38999999,,
2002,402,5024.2518241253,.3949787896126509,.000078614452,1741019.358591582,202373.3999022245,1538645.958689357,1741019.358591582,202373.3999022245,1538645.958689357,1868179.646405722,202373.3999022245,1665806.246503498,401477.5797805786,0,401477.5797805786,566488.4347448349,0,566488.4347448349,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,331520.2212524414,0,331520.2212524414,1008021.537966277,202373.3999022245,805648.1380640522,.90905714,1,.89800876,,.69999999,,
2003,402,5024.2518241253,.3949787896126509,.000078614452,1668501.051254298,202373.3999022245,1466127.651352073,1668501.051254298,202373.3999022245,1466127.651352073,1868179.646405722,202373.3999022245,1665806.246503498,476689.0130438805,0,476689.0130438805,566488.4347448349,0,566488.4347448349,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,183790.4885253906,0,183790.4885253906,1008021.537966277,202373.3999022245,805648.1380640522,.96968573,1,.96600294,,.89999998,,
2004,402,5024.2518241253,.3949787896126509,.000078614452,1685340.205267932,202373.3999022245,1482966.805365707,1685340.205267932,202373.3999022245,1482966.805365707,1868179.646405722,202373.3999022245,1665806.246503498,473480.2399334908,0,473480.2399334908,566488.4347448349,0,566488.4347448349,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,203838.4273071289,0,203838.4273071289,1008021.537966277,202373.3999022245,805648.1380640522,.89389998,1,.88101023,,.64999998,,
2005,402,5024.2518241253,.3949787896126509,.000078614452,1665397.33348849,202373.3999022245,1463023.933586265,1665397.33348849,202373.3999022245,1463023.933586265,1868179.646405722,202373.3999022245,1665806.246503498,422388.6957297325,0,422388.6957297325,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,234987.0958862305,0,234987.0958862305,1008021.537966277,202373.3999022245,805648.1380640522,.96968573,1,.96600294,,.89999998,,
2006,402,5024.2518241253,.3949787896126509,.000078614452,1598257.664771582,202373.3999022245,1395884.264869358,1598257.664771582,202373.3999022245,1395884.264869358,1868179.646405722,202373.3999022245,1665806.246503498,420465.47427845,0,420465.47427845,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,169770.6661682129,0,169770.6661682129,1008021.537966277,202373.3999022245,805648.1380640522,1,1,1,,1,,
2007,402,5024.2518241253,.3949787896126509,.000078614452,1604223.900670554,202373.3999022245,1401850.500768329,1604223.900670554,202373.3999022245,1401850.500768329,1868179.646405722,202373.3999022245,1665806.246503498,404866.7685270309,0,404866.7685270309,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,191335.5823974609,0,191335.5823974609,1008021.537966277,202373.3999022245,805648.1380640522,.87874281,1,.8640117,,.60000002,,
2008,402,5024.2518241253,.3949787896126509,.000078614452,1497860.46204045,202373.3999022245,1295487.062138225,1497860.46204045,202373.3999022245,1295487.062138225,1868179.646405722,202373.3999022245,1665806.246503498,247344.9285297394,0,247344.9285297394,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,242493.9916992188,0,242493.9916992188,1008021.537966277,202373.3999022245,805648.1380640522,.80295712,1,.779019,,.34999999,,
2009,402,5024.2518241253,.3949787896126509,.000078614452,1564254.859075095,202373.3999022245,1361881.45917287,1564254.859075095,202373.3999022245,1361881.45917287,1868179.646405722,202373.3999022245,1665806.246503498,260348.3352079391,0,260348.3352079391,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,295884.9995727539,0,295884.9995727539,1008021.537966277,202373.3999022245,805648.1380640522,.81811428,1,.79601753,,.40000001,,
2010,402,5024.2518241253,.3949787896126509,.000078614452,1699944.063449408,202373.3999022245,1497570.663547184,1699944.063449408,202373.3999022245,1497570.663547184,1868179.646405722,202373.3999022245,1665806.246503498,397665.074921608,0,397665.074921608,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,294257.4310302734,0,294257.4310302734,1008021.537966277,202373.3999022245,805648.1380640522,.84842855,1,.83001459,,.5,,
2011,402,5024.2518241253,.3949787896126509,.000078614452,1669782.754689719,202373.3999022245,1467409.354787494,1669782.754689719,202373.3999022245,1467409.354787494,1868179.646405722,202373.3999022245,1665806.246503498,474251.6006345749,0,474251.6006345749,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,187509.6063537598,0,187509.6063537598,1008021.537966277,202373.3999022245,805648.1380640522,.93937141,1,.93200582,,.80000001,,
2012,402,5024.2518241253,.3949787896126509,.000078614452,1554892.869267012,202373.3999022245,1352519.469364788,1554892.869267012,202373.3999022245,1352519.469364788,1868179.646405722,202373.3999022245,1665806.246503498,349464.6366596222,0,349464.6366596222,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,197406.6926574707,0,197406.6926574707,1008021.537966277,202373.3999022245,805648.1380640522,.89389998,1,.88101023,,.64999998,,
2013,402,5024.2518241253,.3949787896126509,.000078614452,1527274.082438494,202373.3999022245,1324900.68253627,1527274.082438494,202373.3999022245,1324900.68253627,1868179.646405722,202373.3999022245,1665806.246503498,247909.7922749519,0,247909.7922749519,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,271342.7560424805,0,271342.7560424805,1008021.537966277,202373.3999022245,805648.1380640522,.80295712,1,.779019,,.34999999,,
2014,402,5024.2518241253,.3949787896126509,.000078614452,1427780.688915755,202373.3999022245,1225407.28901353,1427780.688915755,202373.3999022245,1225407.28901353,1868179.646405722,202373.3999022245,1665806.246503498,104798.8043460846,0,104798.8043460846,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,314960.3505249023,0,314960.3505249023,1008021.537966277,202373.3999022245,805648.1380640522,.71201426,1,.67702776,,.050000001,,
2015,402,5024.2518241253,.3949787896126509,.000078614452,1482725.295207526,202373.3999022245,1280351.895305301,1482725.295207526,202373.3999022245,1280351.895305301,1868179.646405722,202373.3999022245,1665806.246503498,159074.8020715714,0,159074.8020715714,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,315628.9591064453,0,315628.9591064453,1008021.537966277,202373.3999022245,805648.1380640522,.75748569,1,.72802341,,.2,,
2016,402,5024.2518241253,.3949787896126509,.000078614452,1580865.637279059,202373.3999022245,1378492.237376834,1580865.637279059,202373.3999022245,1378492.237376834,1868179.646405722,202373.3999022245,1665806.246503498,305771.8016443253,0,305771.8016443253,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,267072.2976074219,0,267072.2976074219,1008021.537966277,202373.3999022245,805648.1380640522,.87874281,1,.8640117,,.60000002,,
2017,402,5024.2518241253,.3949787896126509,.000078614452,1646414.29007199,202373.3999022245,1444040.890169765,1646414.29007199,202373.3999022245,1444040.890169765,1868179.646405722,202373.3999022245,1665806.246503498,456812.9502868652,0,456812.9502868652,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,181579.7979431152,0,181579.7979431152,1008021.537966277,202373.3999022245,805648.1380640522,.95452857,1,.94900441,,.85000002,,
2018,402,5024.2518241253,.3949787896126509,.000078614452,1444996.858289267,202373.3999022245,1242623.458387043,1444996.858289267,202373.3999022245,1242623.458387043,1868179.646405722,202373.3999022245,1665806.246503498,198745.3704633713,0,198745.3704633713,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,238229.9459228516,0,238229.9459228516,1008021.537966277,202373.3999022245,805648.1380640522,.80295712,1,.779019,,.34999999,,
2019,402,5024.2518241253,.3949787896126509,.000078614452,1535589.194957282,202373.3999022245,1333215.795055057,1535589.194957282,202373.3999022245,1333215.795055057,1868179.646405722,202373.3999022245,1665806.246503498,383266.9472131729,0,383266.9472131729,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,144300.7078552246,0,144300.7078552246,1008021.537966277,202373.3999022245,805648.1380640522,.9242143,1,.91500729,,.75,,
2020,402,5024.2518241253,.3949787896126509,.000078614452,1350003.460524108,202373.3999022245,1147630.060621883,1350003.460524108,202373.3999022245,1147630.060621883,1868179.646405722,202373.3999022245,1665806.246503498,123418.4761924744,0,123418.4761924744,539776.3687047958,0,539776.3687047958,566325.4010419846,0,566325.4010419846,0,0,0,0,0,0,0,0,0,293832.7073364258,0,293832.7073364258,218563.4551391602,0,218563.4551391602,1008021.537966277,202373.3999022245,805648.1380640522,.75748569,1,.72802341,,.2,,
